location,คุณภาพน้ำทะเล,ปี,จำนวน,lat,lng,min,max,avg
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,1.31 - 7.51,13.115756,100.9170616,1.31 , 7.51,4.41
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,1.27-5.36,13.115756,100.9170616,1.27,5.36,3.315
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,0.12 - 7.70,13.115756,100.9170616,0.12 , 7.70,3.91
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.40-5.87,13.115756,100.9170616,4.40,5.87,5.135
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,2.58 - 4.97,13.115756,100.9170616,2.58 , 4.97,3.775
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,3.99 - 5.56,13.115756,100.9170616,3.99 , 5.56,4.775
อ่าวชลบุรี,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,4.62 - 5.23,13.115756,100.9170616,4.62 , 5.23,4.925
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.5 - 7.6,13.113406,100.919082,6.5 , 7.6,7.05
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.5 - 7.6,13.113406,100.919082,6.5 , 7.6,7.05
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,2.1 - 6.6,13.113406,100.919082,2.1 , 6.6,4.35
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.4 - 7.0,13.113406,100.919082,6.4 , 7.0,6.7
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,3.7-6.6,13.113406,100.919082,3.7,6.6,5.15
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,4.6-9.1,13.113406,100.919082,4.6,9.1,6.85
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,7.4 - 8.6,13.113406,100.919082,7.4 , 8.6,8
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.0 - 7.5,13.113406,100.919082,6.0 , 7.5,6.75
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.9 - 7.7,13.113406,100.919082,5.9 , 7.7,6.8
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.9 - 6.7,13.113406,100.919082,4.9 , 6.7,5.8
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.54-6.31,13.113406,100.919082,4.54,6.31,5.425
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,3.33-5.99,13.113406,100.919082,3.33,5.99,4.66
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,4.70 - 6.54,13.113406,100.919082,4.70 , 6.54,5.62
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,3.09 - 5.80,13.113406,100.919082,3.09 , 5.80,4.445
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.86 - 7.22,13.113406,100.919082,4.86 , 7.22,6.04
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,5.15 - 7.0,13.113406,100.919082,5.15 ,7,6.075
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,4.20 - 7.13,13.113406,100.919082,4.20 , 7.13,5.665
อ่าวอุดมและแหลมฉบัง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.27-8.11,13.113406,100.919082,3.27,8.11,5.69

